Name,Slug,Created On,Updated On,Published On,Description,Cat 1,Cat 2,Cat 3,Cat 4,Cat 5,Special Labels,Link,Logo
Timber,timber,Thu Jul 14 2022 12:33:43 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:33:43 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),Stories for craft-loving independent podcasters.,podcasting-newsletters,,,,,,https://timber.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d00d1f3be3d46bf8822d2b_61a0fe325e01a4cae71b7e08_Timber.png
Tink Media,tink-media,Tue Jul 26 2022 14:46:02 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:46:02 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:50:50 GMT+0000 (Coordinated Universal Time),"TINK is a new podcast growth company that specializes in podcast PR, promo swaps, creative partnerships, in-app placement, and out-of-the-box strategies that will make your show more marketable.",guesting-cross-promotion,,,,,,https://tinkmedia.co/swap-database,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dffe2303be5eb7f86fbf11_61a0fe19627bead339b5e494_TinkMedia.png
Top Podcast,top-podcast,Mon Jul 04 2022 14:37:19 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:37:19 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),The Front Page of the Podcast Industry to discover & listen to the top podcasts of the day with one-click! Podcast Discovery starts here!,podcast-networks,,,,,,https://toppodcast.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fb0fd708514ce313af61_61a0fdfa4883d20520f419b8_TopPodcast.png
Tracks,tracks,Thu Jun 30 2022 11:42:42 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 11:42:42 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 11:44:44 GMT+0000 (Coordinated Universal Time)," We are about 250 audio professionals from 40+ countries, working in radio and podcasting. This is our place to share, discuss, and collaborate.",coaching-and-communities,,,,,,https://trks.ac/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd8c2f13943915f6e08175_6242e39c2efb0f6b1c371037_Tracks.png
TranscribeMe,transcribeme,Thu Jul 21 2022 15:02:18 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:02:18 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time),"High-Quality Transcription Services for Businesses & Enterprise. As a leader in the transcription industry, TranscribeMe offers incredibly accurate, fast, and secure data customized for you and your business. We're built to accommodate high volumes & recurring projects.",transcription,,,,,,https://www.temi.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96a72813d32122af5a89b_61d6f1b766125fc916de4d39_TranscribeMe.png
Transcription Star,transcription-star,Thu Jul 21 2022 15:02:43 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:02:43 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time), Transcription Service - Starts at $0.80/ minute. Top-of-the-line transcription services at prices that'll make you smile. Our certified transcribers provide accurate transcripts at turnaround times that don't make you wait.,transcription,,,,,,https://www.transcriptionstar.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96a8a1d3f3e3d0e4e1911_61d6f05e67d515e30304f73e_Transcription%20Star.png
Transcripty,transcripty,Thu Jul 21 2022 15:03:00 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:03:00 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time),"We'll transcribe your audio for $1.5/min. We've transcribed thousands of hours of interviews, podcasts, lectures, and more!",transcription,,,,,,https://transcripty.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96a9fc3a357744cef09e3_61d6f0384ed87e0f000b9c72_Transcripty.png
Transcrybr,transcrybr,Thu Jul 21 2022 15:03:18 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:03:18 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time),Transcrybr is a real time audio transcription service without per-minute cost.,transcription,,,,,,https://www.transcrybr.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96ab3c7c0e9b361269499_61a0fdecf90abf72e293c106_Transcrybr.png
Transistor,transistor,Fri Jul 15 2022 12:39:20 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:39:20 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Create unlimited podcasts for one monthly price. Invite team members, see your podcast's stats, and distribute to Apple Podcasts, Spotify and Google Podcasts.",podcast-hosting-companies,,,,,Recommended,https://transistor.fm,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15ff526427a55c5c514eb_61a0fddd63bf2aee9321251d_Transistor.png
Transmitter Media,transmitter-media,Mon Jul 04 2022 14:37:40 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:37:40 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"Transmitter Media, founded by Gretta Cohn, is a podcast company specializing in highly edited and beautifully sound designed work.",podcast-networks,,,,,,https://transmitter.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fb304d0a53f3aaa5d04c_61a0fdd0fd003c8c3ba2c383_Transmitter%20Media.png
TravMarket Media,travmarket-media,Mon Jul 04 2022 14:38:10 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:38:10 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"TravMarket traverses topics as varied as logistics and psychology, destinations and motivations. Their itineraries will encompass the inner workings of the travel industry, the people who make it happen, a diversity of perspectives, and presented with integrity and a commitment to authentic storytelling.",podcast-networks,,,,,,https://www.travmarketmedia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fb4d270c79bb8a891d04_61a0fdc39215d93e34cc8700_TravMarket.png
Tribeca Film Fest Podcast Awards,tribeca-film-fest-podcast-awards,Wed Jul 27 2022 11:47:03 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:47:03 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"Recognizing the importance of audio storytelling, the Festival will curate an Official Selection of podcasts and audio stories, with an emphasis on discovering, highlighting, and celebrating independent work. Selected projects for the 2022 Tribeca Festival will be showcased on the Festival’s website and/or in-person listening stations for the duration of the Festival. Selected projects will be reviewed by a jury of leaders and professionals in the entertainment and audio industry and be eligible for an official festival award.",podcast-awards,,,,,,https://tribecafilm.com/news/first-ever-call-for-podcast-submissions?,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e125affea192f71b5438cc_61a0fdb870ab0863fab1d856_Tribecca%20Film%20Festival.png
Trinity Audio,trinity-audio,Wed Jun 29 2022 08:35:24 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:44:02 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),Trinity enables publishers & content providers to join the audio revolution by turning readers into listeners.,ad-sales,,,,,,https://trinityaudio.ai,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc0d4b81d5d6aa0883631b_index.jpg
Trint,trint,Thu Jul 21 2022 15:03:50 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:03:50 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time),"Transcribe. Create. Share. Turn audio and video into searchable, editable and shareable content in up to 31 languages.",transcription,,,,,,https://trint.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96acefbbdc80c2805b536_61a0fd9a01703f1b79c1343f_Trint.png
Triton Digital,triton-digital,Wed Jun 29 2022 10:23:06 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:39:24 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),"Triton is the global technology and services leader to the audio streaming and podcast industry. Operating in more than 80 countries, they provide innovative technology that enables broadcasters, podcasters, and online music services to build their audience, maximize their revenue, and streamline their operations.",analytics-and-insights-tools,,,,,,https://www.tritondigital.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc27f6cede1179d494d192_61a0fd767c5fa84881fd3744_Triton%20Digital.png
True Native Media,true-native-media,Wed Jun 29 2022 08:35:50 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:43:58 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),True Native Media is a boutique Podcast Representation Agency specializing in podcast advertising and host-read endorsement ads.,ad-sales,,,,,,https://truenativemedia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc0ed9912d9c85415d9ad4_61a0fd5340003c19fd9dda6c_True%20Native%20Media.png
TuneIn Radio,tunein-radio,Wed Jul 27 2022 12:53:48 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:53:48 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Listen to all the live news, sports, music, podcasts and radio you love, from around the world—all on the TuneIn app.",podcast-players,,,,,,https://tunein.com/podcasts/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e13559589d9a3d67bc5768_61a0fd3ceb912a9c405044a6_TuneIn%20Radio.png
Twit,twit,Mon Jul 04 2022 14:38:28 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:38:28 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 14:43:09 GMT+0000 (Coordinated Universal Time),"TWiT technology podcasts cover tech news, cybersecurity, enterprise IT, and reviews.",podcast-networks,,,,,,https://twit.tv/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2fb604d0a534492a5d153_61a0fd311946b6ead8ae0799_Twit.png
uCast,ucast,Thu Jul 14 2022 12:42:35 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:42:35 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),A marketplace for podcasters and advertisers - of any size. Find your perfect ad match and launch successful campaign!,sponsorship-marketplaces,,,,,,https://ucast.xyz/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d00f32d08c7c01c0f44e14_61a0fd1b59992c7f88cd1506_uCast.png
UK Audio Network,uk-audio-network,Thu Jun 30 2022 11:43:19 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 11:43:19 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 11:44:44 GMT+0000 (Coordinated Universal Time),"The UK Audio Network (UKAN) is a growing community of audio producers, commissioners and creators, distributing work opportunities via a shared email list. Our aim is to link commissioners to talent and give all those working in audio an equal chance to pitch for work.",coaching-and-communities,,,,,,https://www.ukaudionetwork.co.uk/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd8c49ae138622f59576d9_6242e2cbfb5b70c6e63aef71_Uk%20Audio%20Network.png
Upwork,upwork,Fri Jul 15 2022 11:55:44 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 11:55:44 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Upwork connects businesses with freelancers, independent talent, and agencies around the globe. Where companies and freelancers work together in new ways.",freelancers,,,,,,https://www.upwork.com,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d155b6327014a4f038a273_61a0fcf3505a50f4698a6fbc_Upwork.png
USG Audio,usg-audio,Fri Jul 15 2022 14:01:56 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:01:56 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),"Launched in 2020, USG Audio creates fiction and non-fiction podcasts with series ranging from investigative true-crime and sports to genre-bending narratives. The platform’s award-winning podcasts include writer and producer David Kushner’s family saga “Alligator Candy”; “The Lost Kids,” hosted by journalist Josh Bloch; and “The Followers: House of Prayer,” which follows a daughter’s call to police about memories of her mother’s alleged crime. All of USG Audio's projects are available wherever you listen to podcasts. Stream now and stay tuned for more to come.",production-companies,,,,,,https://www.usgaudio.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d1734d4b95ad09b1aaddee_61fbc0922a8156fa90453feb_USG%20Audio.png
Vault Studios,vault-studios,Fri Jul 15 2022 14:02:13 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:02:13 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),Vault Studios is a podcast studio bringing you true-crime stories from newsrooms around the country.,production-companies,,,,,,https://www.vaultstudios.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d17362e4e0ea545037bbdc_61d4834eda9fbc97a929c3bc_Vault%20Studios.png
Veed.io,veed-io,Thu Jul 21 2022 15:04:15 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:12:26 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time),"Video editing made simple. Create videos with a single click. Add subtitles, transcribe audio and more.",transcription,audiogram-video-creators,,,,,https://www.veed.io/tools/transcription,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d96aebd89c2fed698f07d3_61ae32de18542880fe70baac_Veed.io.png
Veritone,veritone,Wed Jun 29 2022 10:24:25 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:39:19 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),Veritone offers an AI-enabled suite of solutions and services for digital audio creators and podcasters to maximize the value and impact of their content. ,analytics-and-insights-tools,,,,,,https://www.veritone.com/industries/digital-audio-podcasters/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc2828b7429df8f0aa565a_6228e94d646ace52e9bb2fca_veritone_logo_1500x600.jpg
Veritonic,veritonic,Wed Jun 29 2022 10:24:54 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:39:11 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),"See how competitors are marketing, from podcasts to social audio. Understand what makes ads and other creative work for people, from the right voice to the right tone. Make decisions that grow your business with Veritonic Analytics. ",analytics-and-insights-tools,,,,,,https://www.veritonic.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc2866a0bf23a809d0a202_61c1c7ca280b14e64de6c114_Veritonic.png
Vivid,vivid,Tue Jul 26 2022 14:12:55 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:12:55 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time)," Automatic video teasers for your podcast. Spending hours editing video clips to promote your latest podcast episode? Vivid automatically generates teaser videos of your podcast. No manual work required! Just publish your podcast normally, and we'll email you your videos automatically. ‍",audiogram-video-creators,,,,,,https://vivid.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dff662f653ba4c0045b1a7_61d8216ea81d3f6b22faa6aa_Vivid%20Fm.png
Voice Works,voice-works,Fri Jul 15 2022 14:02:30 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:02:30 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 14:04:53 GMT+0000 (Coordinated Universal Time),Voice Works is a Voice Technology and Audio Production company.,production-companies,,,,,,https://voiceworks.ai/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d173719ec6ca164663adfc_61a0fcdba180427d27746bc1_Voice%20Works.png
Voicelink.fm,voicelink-fm,Wed Jul 27 2022 13:29:51 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:29:51 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time)," Give your audience a voice. The easiest way to receive voice messages, spice up your podcast, and engage your listeners.",voice-messaging-services,,,,,,https://voicelink.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e13dcad23ee4275f39fd5d_61fbf559a4291d85340edbc7_Voicelink.png
